nationality,age,gender,population,degree,extra_degree,w
1,18,1,1,True,True,1.4035324103704202e-06
1,19,1,1,True,True,1.4035324103704202e-06
1,20,0,906,False,False,0.0012716003637956007
1,21,0,906,False,False,0.0012716003637956007
1,22,0,906,False,False,0.0012716003637956007
1,23,0,906,False,False,0.0012716003637956007
1,24,0,906,False,False,0.0012716003637956007
1,20,0,1356,True,False,0.0019031899484622898
1,21,0,1356,True,False,0.0019031899484622898
1,22,0,1356,True,False,0.0019031899484622898
1,23,0,1356,True,False,0.0019031899484622898
1,24,0,1356,True,False,0.0019031899484622898
1,20,0,320,True,True,0.00044913037131853446
1,21,0,320,True,True,0.00044913037131853446
1,22,0,320,True,True,0.00044913037131853446
1,23,0,320,True,True,0.00044913037131853446
1,24,0,320,True,True,0.00044913037131853446
1,20,1,758,False,False,0.0010638775670607785
1,21,1,758,False,False,0.0010638775670607785
1,22,1,758,False,False,0.0010638775670607785
1,23,1,758,False,False,0.0010638775670607785
1,24,1,758,False,False,0.0010638775670607785
1,20,1,1706,True,False,0.002394426292091937
1,21,1,1706,True,False,0.002394426292091937
1,22,1,1706,True,False,0.002394426292091937
1,23,1,1706,True,False,0.002394426292091937
1,24,1,1706,True,False,0.002394426292091937
1,20,1,695,True,True,0.0009754550252074421
1,21,1,695,True,True,0.0009754550252074421
1,22,1,695,True,True,0.0009754550252074421
1,23,1,695,True,True,0.0009754550252074421
1,24,1,695,True,True,0.0009754550252074421
1,25,0,1319,False,False,0.0018512592492785844
1,26,0,1319,False,False,0.0018512592492785844
1,27,0,1319,False,False,0.0018512592492785844
1,28,0,1319,False,False,0.0018512592492785844
1,29,0,1319,False,False,0.0018512592492785844
1,25,0,1356,True,False,0.0019031899484622898
1,26,0,1356,True,False,0.0019031899484622898
1,27,0,1356,True,False,0.0019031899484622898
1,28,0,1356,True,False,0.0019031899484622898
1,29,0,1356,True,False,0.0019031899484622898
1,25,0,1537,True,True,0.002157229314739336
1,26,0,1537,True,True,0.002157229314739336
1,27,0,1537,True,True,0.002157229314739336
1,28,0,1537,True,True,0.002157229314739336
1,29,0,1537,True,True,0.002157229314739336
1,25,1,1081,False,False,0.0015172185356104244
1,26,1,1081,False,False,0.0015172185356104244
1,27,1,1081,False,False,0.0015172185356104244
1,28,1,1081,False,False,0.0015172185356104244
1,29,1,1081,False,False,0.0015172185356104244
1,25,1,1150,True,False,0.0016140622719259833
1,26,1,1150,True,False,0.0016140622719259833
1,27,1,1150,True,False,0.0016140622719259833
1,28,1,1150,True,False,0.0016140622719259833
1,29,1,1150,True,False,0.0016140622719259833
1,25,1,2456,True,True,0.0034470755998697524
1,26,1,2456,True,True,0.0034470755998697524
1,27,1,2456,True,True,0.0034470755998697524
1,28,1,2456,True,True,0.0034470755998697524
1,29,1,2456,True,True,0.0034470755998697524
1,30,0,1784,False,False,0.00250390182010083
1,31,0,1784,False,False,0.00250390182010083
1,32,0,1784,False,False,0.00250390182010083
1,33,0,1784,False,False,0.00250390182010083
1,34,0,1784,False,False,0.00250390182010083
1,30,0,1182,True,False,0.0016589753090578369
1,31,0,1182,True,False,0.0016589753090578369
1,32,0,1182,True,False,0.0016589753090578369
1,33,0,1182,True,False,0.0016589753090578369
1,34,0,1182,True,False,0.0016589753090578369
1,30,0,2082,True,True,0.002922154478391215
1,31,0,2082,True,True,0.002922154478391215
1,32,0,2082,True,True,0.002922154478391215
1,33,0,2082,True,True,0.002922154478391215
1,34,0,2082,True,True,0.002922154478391215
1,30,1,1254,False,False,0.0017600296426045071
1,31,1,1254,False,False,0.0017600296426045071
1,32,1,1254,False,False,0.0017600296426045071
1,33,1,1254,False,False,0.0017600296426045071
1,34,1,1254,False,False,0.0017600296426045071
1,30,1,936,True,False,0.0013137063361067134
1,31,1,936,True,False,0.0013137063361067134
1,32,1,936,True,False,0.0013137063361067134
1,33,1,936,True,False,0.0013137063361067134
1,34,1,936,True,False,0.0013137063361067134
1,30,1,2578,True,True,0.0036183065539349434
1,31,1,2578,True,True,0.0036183065539349434
1,32,1,2578,True,True,0.0036183065539349434
1,33,1,2578,True,True,0.0036183065539349434
1,34,1,2578,True,True,0.0036183065539349434
1,35,0,1808,False,False,0.0025375865979497198
1,36,0,1808,False,False,0.0025375865979497198
1,37,0,1808,False,False,0.0025375865979497198
1,38,0,1808,False,False,0.0025375865979497198
1,39,0,1808,False,False,0.0025375865979497198
1,35,0,853,True,False,0.0011972131460459684
1,36,0,853,True,False,0.0011972131460459684
1,37,0,853,True,False,0.0011972131460459684
1,38,0,853,True,False,0.0011972131460459684
1,39,0,853,True,False,0.0011972131460459684
1,35,0,1754,True,True,0.002461795847789717
1,36,0,1754,True,True,0.002461795847789717
1,37,0,1754,True,True,0.002461795847789717
1,38,0,1754,True,True,0.002461795847789717
1,39,0,1754,True,True,0.002461795847789717
1,35,1,1200,False,False,0.0016842388924445044
1,36,1,1200,False,False,0.0016842388924445044
1,37,1,1200,False,False,0.0016842388924445044
1,38,1,1200,False,False,0.0016842388924445044
1,39,1,1200,False,False,0.0016842388924445044
1,35,1,657,True,False,0.0009221207936133661
1,36,1,657,True,False,0.0009221207936133661
1,37,1,657,True,False,0.0009221207936133661
1,38,1,657,True,False,0.0009221207936133661
1,39,1,657,True,False,0.0009221207936133661
1,35,1,1982,True,True,0.002781801237354173
1,36,1,1982,True,True,0.002781801237354173
1,37,1,1982,True,True,0.002781801237354173
1,38,1,1982,True,True,0.002781801237354173
1,39,1,1982,True,True,0.002781801237354173
1,40,0,1639,False,False,0.0023003896205971187
1,41,0,1639,False,False,0.0023003896205971187
1,42,0,1639,False,False,0.0023003896205971187
1,43,0,1639,False,False,0.0023003896205971187
1,44,0,1639,False,False,0.0023003896205971187
1,40,0,717,True,False,0.0010063327382355913
1,41,0,717,True,False,0.0010063327382355913
1,42,0,717,True,False,0.0010063327382355913
1,43,0,717,True,False,0.0010063327382355913
1,44,0,717,True,False,0.0010063327382355913
1,40,0,1390,True,True,0.0019509100504148842
1,41,0,1390,True,True,0.0019509100504148842
1,42,0,1390,True,True,0.0019509100504148842
1,43,0,1390,True,True,0.0019509100504148842
1,44,0,1390,True,True,0.0019509100504148842
1,40,1,1066,False,False,0.001496165549454868
1,41,1,1066,False,False,0.001496165549454868
1,42,1,1066,False,False,0.001496165549454868
1,43,1,1066,False,False,0.001496165549454868
1,44,1,1066,False,False,0.001496165549454868
1,40,1,537,True,False,0.0007536969043689157
1,41,1,537,True,False,0.0007536969043689157
1,42,1,537,True,False,0.0007536969043689157
1,43,1,537,True,False,0.0007536969043689157
1,44,1,537,True,False,0.0007536969043689157
1,40,1,1460,True,True,0.0020491573191408134
1,41,1,1460,True,True,0.0020491573191408134
1,42,1,1460,True,True,0.0020491573191408134
1,43,1,1460,True,True,0.0020491573191408134
1,44,1,1460,True,True,0.0020491573191408134
1,45,0,1295,False,False,0.0018175744714296943
1,46,0,1295,False,False,0.0018175744714296943
1,47,0,1295,False,False,0.0018175744714296943
1,48,0,1295,False,False,0.0018175744714296943
1,49,0,1295,False,False,0.0018175744714296943
1,45,0,534,True,False,0.0007494863071378044
1,46,0,534,True,False,0.0007494863071378044
1,47,0,534,True,False,0.0007494863071378044
1,48,0,534,True,False,0.0007494863071378044
1,49,0,534,True,False,0.0007494863071378044
1,45,0,988,True,True,0.0013866900214459753
1,46,0,988,True,True,0.0013866900214459753
1,47,0,988,True,True,0.0013866900214459753
1,48,0,988,True,True,0.0013866900214459753
1,49,0,988,True,True,0.0013866900214459753
1,45,1,981,False,False,0.0013768652945733823
1,46,1,981,False,False,0.0013768652945733823
1,47,1,981,False,False,0.0013768652945733823
1,48,1,981,False,False,0.0013768652945733823
1,49,1,981,False,False,0.0013768652945733823
1,45,1,483,True,False,0.000677906154208913
1,46,1,483,True,False,0.000677906154208913
1,47,1,483,True,False,0.000677906154208913
1,48,1,483,True,False,0.000677906154208913
1,49,1,483,True,False,0.000677906154208913
1,45,1,942,True,True,0.001322127530568936
1,46,1,942,True,True,0.001322127530568936
1,47,1,942,True,True,0.001322127530568936
1,48,1,942,True,True,0.001322127530568936
1,49,1,942,True,True,0.001322127530568936
1,50,0,1064,False,False,0.001493358484634127
1,51,0,1064,False,False,0.001493358484634127
1,52,0,1064,False,False,0.001493358484634127
1,53,0,1064,False,False,0.001493358484634127
1,54,0,1064,False,False,0.001493358484634127
1,50,0,349,True,False,0.0004898328112192767
1,51,0,349,True,False,0.0004898328112192767
1,52,0,349,True,False,0.0004898328112192767
1,53,0,349,True,False,0.0004898328112192767
1,54,0,349,True,False,0.0004898328112192767
1,50,0,668,True,True,0.0009375596501274407
1,51,0,668,True,True,0.0009375596501274407
1,52,0,668,True,True,0.0009375596501274407
1,53,0,668,True,True,0.0009375596501274407
1,54,0,668,True,True,0.0009375596501274407
1,50,1,936,False,False,0.0013137063361067134
1,51,1,936,False,False,0.0013137063361067134
1,52,1,936,False,False,0.0013137063361067134
1,53,1,936,False,False,0.0013137063361067134
1,54,1,936,False,False,0.0013137063361067134
1,50,1,375,True,False,0.0005263246538889076
1,51,1,375,True,False,0.0005263246538889076
1,52,1,375,True,False,0.0005263246538889076
1,53,1,375,True,False,0.0005263246538889076
1,54,1,375,True,False,0.0005263246538889076
1,50,1,611,True,True,0.0008575583027363268
1,51,1,611,True,True,0.0008575583027363268
1,52,1,611,True,True,0.0008575583027363268
1,53,1,611,True,True,0.0008575583027363268
1,54,1,611,True,True,0.0008575583027363268
1,55,0,813,False,False,0.0011410718496311517
1,56,0,813,False,False,0.0011410718496311517
1,57,0,813,False,False,0.0011410718496311517
1,58,0,813,False,False,0.0011410718496311517
1,59,0,813,False,False,0.0011410718496311517
1,55,0,248,True,False,0.0003480760377718642
1,56,0,248,True,False,0.0003480760377718642
1,57,0,248,True,False,0.0003480760377718642
1,58,0,248,True,False,0.0003480760377718642
1,59,0,248,True,False,0.0003480760377718642
1,55,0,448,True,True,0.0006287825198459483
1,56,0,448,True,True,0.0006287825198459483
1,57,0,448,True,True,0.0006287825198459483
1,58,0,448,True,True,0.0006287825198459483
1,59,0,448,True,True,0.0006287825198459483
1,55,1,838,False,False,0.0011761601598904122
1,56,1,838,False,False,0.0011761601598904122
1,57,1,838,False,False,0.0011761601598904122
1,58,1,838,False,False,0.0011761601598904122
1,59,1,838,False,False,0.0011761601598904122
1,55,1,269,True,False,0.00037755021838964306
1,56,1,269,True,False,0.00037755021838964306
1,57,1,269,True,False,0.00037755021838964306
1,58,1,269,True,False,0.00037755021838964306
1,59,1,269,True,False,0.00037755021838964306
1,55,1,415,True,True,0.0005824659503037244
1,56,1,415,True,True,0.0005824659503037244
1,57,1,415,True,True,0.0005824659503037244
1,58,1,415,True,True,0.0005824659503037244
1,59,1,415,True,True,0.0005824659503037244
1,60,0,635,False,False,0.0008912430805852169
1,61,0,635,False,False,0.0008912430805852169
1,62,0,635,False,False,0.0008912430805852169
1,63,0,635,False,False,0.0008912430805852169
1,64,0,635,False,False,0.0008912430805852169
1,60,0,180,True,False,0.00025263583386667566
1,61,0,180,True,False,0.00025263583386667566
1,62,0,180,True,False,0.00025263583386667566
1,63,0,180,True,False,0.00025263583386667566
1,64,0,180,True,False,0.00025263583386667566
1,60,0,350,True,True,0.0004912363436296471
1,61,0,350,True,True,0.0004912363436296471
1,62,0,350,True,True,0.0004912363436296471
1,63,0,350,True,True,0.0004912363436296471
1,64,0,350,True,True,0.0004912363436296471
1,60,1,710,False,False,0.0009965080113629983
1,61,1,710,False,False,0.0009965080113629983
1,62,1,710,False,False,0.0009965080113629983
1,63,1,710,False,False,0.0009965080113629983
1,64,1,710,False,False,0.0009965080113629983
1,60,1,193,True,False,0.00027088175520149113
1,61,1,193,True,False,0.00027088175520149113
1,62,1,193,True,False,0.00027088175520149113
1,63,1,193,True,False,0.00027088175520149113
1,64,1,193,True,False,0.00027088175520149113
1,60,1,283,True,True,0.00039719967213482896
1,61,1,283,True,True,0.00039719967213482896
1,62,1,283,True,True,0.00039719967213482896
1,63,1,283,True,True,0.00039719967213482896
1,64,1,283,True,True,0.00039719967213482896
