nationality,age,gender,degree,extra_degree,married,w
0,18,0,False,False,True,0.0
0,18,0,False,False,False,0.002347632296554736
0,19,0,False,False,True,1.4684939302886172e-06
0,19,0,False,False,False,0.0023461638026244206
0,18,0,True,False,True,0.0
0,18,0,True,False,False,0.0011258299535364424
0,19,0,True,False,True,7.04230579776757e-07
0,19,0,True,False,False,0.0011251257229565358
0,18,1,False,False,True,2.1805966040584346e-06
0,18,1,False,False,False,0.0017633757871485607
0,19,1,False,False,True,8.103951688411894e-06
0,19,1,False,False,False,0.0017574524320641276
0,18,1,True,False,True,1.8167941187423932e-06
0,18,1,True,False,False,0.0014691808440229237
0,19,1,True,False,True,6.751919056774186e-06
0,19,1,True,False,False,0.0014642457190849306
0,18,1,True,True,True,2.2183078372924425e-09
0,18,1,True,True,False,1.7938716044238216e-06
0,19,1,True,True,True,8.244101412423226e-09
0,19,1,True,True,False,1.7878458108486906e-06
0,20,0,False,False,True,6.934750127792257e-06
0,20,0,False,False,False,0.003101094170782718
0,21,0,False,False,True,1.6367987025252943e-05
0,21,0,False,False,False,0.003091660933885205
0,22,0,False,False,True,3.784226829851144e-05
0,22,0,False,False,False,0.0030701866526120143
0,23,0,False,False,True,6.760705316882024e-05
0,23,0,False,False,False,0.0030404218677416764
0,24,0,False,False,True,0.0001158415550097104
0,24,0,False,False,False,0.002992187365900701
0,20,0,True,False,True,1.0360944965276476e-05
0,20,0,True,False,False,0.0046332262076539624
0,21,0,True,False,True,2.4454783465283274e-05
0,21,0,True,False,False,0.004619132369154077
0,22,0,True,False,True,5.653868589017592e-05
0,22,0,True,False,False,0.004587048466729166
0,23,0,True,False,True,0.00010100911269165932
0,23,0,True,False,False,0.004542578039927671
0,24,0,True,False,True,0.00017307443729467888
0,24,0,True,False,False,0.004470512715324556
0,20,0,True,True,True,2.8496716677151243e-06
0,20,0,True,True,False,0.001274321357590044
0,21,0,True,True,True,6.7260374236788e-06
0,21,0,True,True,False,0.0012704449918340191
0,22,0,True,True,True,1.5550385785374144e-05
0,22,0,True,True,False,0.0012616206434723934
0,23,0,True,True,True,2.7781520660821766e-05
0,23,0,True,True,False,0.0012493895085968626
0,24,0,True,True,True,4.760234920826605e-05
0,24,0,True,True,False,0.0012295686800494953
