7.597767551931333e-07,3.847438507139009e-07,2.705762612085517e-07,1.119087616993574e-06,5.456708571783213e-07,1.742827014068044e-07,1.6085238206497714e-07,4.158686756024937e-08,0.0,0.0
2.2406765369844474e-07,9.460351916354591e-07,2.690531315088831e-07,1.0517094080456466e-07,1.3758056599456745e-06,2.3781481578673194e-07,1.2145266743065173e-07,3.9481913160099455e-08,9.636970411791198e-09,9.636970411791198e-09
2.0237885996024232e-07,2.593934979801276e-07,6.967011334572412e-07,2.0423525002295958e-07,2.5493144080714786e-07,6.753384437857677e-07,1.43596448191891e-07,2.021046509823847e-08,1.9711677929914848e-08,1.9711677929914848e-08
5.924549362782262e-07,2.422437009035978e-07,8.400686461456865e-08,5.355486373222459e-07,2.2578012013430394e-07,1.4204006327499257e-07,1.8023034583815504e-07,5.8065957978956266e-08,1.4134166083752511e-08,1.4134166083752511e-08
1.2300644000410418e-07,6.103229716601379e-07,2.479622021177504e-07,1.3054861819158885e-07,4.5620216150871213e-07,1.5166008588664747e-07,6.78986860443795e-08,7.244654054287206e-08,2.2156535708682012e-08,2.2156535708682012e-08
1.9144851015358593e-07,1.1830027413651984e-07,4.0606732512718694e-07,2.227732038907079e-07,1.804199050373762e-07,5.310291502215793e-07,2.1453865460228508e-07,4.064694668378151e-08,4.168910788908211e-08,4.168910788908211e-08
3.1949023720170456e-07,1.166751655184501e-07,1.0546517908824177e-07,3.0196652177705344e-07,2.419449431518664e-07,3.2131829928859285e-07,6.1168485865987e-07,1.408302087285058e-07,3.887551021908604e-08,3.887551021908604e-08
1.4029356402807084e-07,2.773141063921893e-07,1.537340626612357e-07,1.9547853514428916e-07,7.040723221167944e-07,1.9868334888577623e-07,4.106544656938502e-07,7.194459834617739e-07,8.110954439978633e-08,8.110954439978633e-08
2.0635368892250216e-09,1.0569636890277676e-08,2.2378373570049288e-06,1.792698976562578e-06,1.3181395137461043e-06,1.3795537287953175e-06,7.010673549955251e-07,6.736791240959339e-07,2.328777780189123e-06,2.328777780189123e-06
2.0635368892250216e-09,1.0569636890277676e-08,2.2378373570049288e-06,1.792698976562578e-06,1.3181395137461043e-06,1.3795537287953175e-06,7.010673549955251e-07,6.736791240959339e-07,2.328777780189123e-06,2.328777780189123e-06
