1.0625433667555049e-06,2.1723251656802084e-07,2.9791811471761536e-07,4.628365391844587e-07,3.3937479107375366e-07,3.668176715938893e-07,2.1576911516012038e-07,1.610538469165692e-07,5.74955074858371e-08,5.74955074858371e-08
5.872151094445643e-07,1.1365145381293833e-06,3.309719977690004e-07,2.625093074276538e-07,3.5274270889485875e-07,1.750782440411502e-07,5.6533576241725434e-08,1.086269112794768e-07,6.8434193371550755e-09,6.8434193371550755e-09
3.164548752357754e-08,4.078153570335915e-08,2.0049315303035286e-07,2.78864239952751e-07,2.08581191375577e-07,1.246044807042763e-07,4.1451965002996814e-08,5.0033313600451524e-08,3.2830723971723826e-08,3.2830723971723826e-08
8.457818019448167e-08,3.810157186959646e-08,3.255114571692449e-07,4.835974924012556e-07,3.983270469239392e-07,2.3414355942168354e-07,1.757879100537384e-07,7.371810205035354e-08,3.92741971500527e-08,3.92741971500527e-08
3.469411749507698e-08,4.852964367648144e-08,2.2956110754012868e-07,3.393369795154868e-07,3.3851779813995255e-07,1.8245014528890798e-07,1.297361390303735e-07,1.0942752292116187e-07,3.566580476478563e-08,3.566580476478563e-08
1.9178044383921696e-08,5.312618662390275e-08,2.1240421694517523e-07,2.755931484541024e-07,3.965886650716518e-07,3.664492692945548e-07,1.8578594625939646e-07,1.1929788871484078e-07,1.5019243225238004e-07,1.5019243225238004e-07
3.0415356959089416e-07,7.771037184840844e-08,3.978447443520416e-07,9.360007090975289e-07,1.016835907971607e-06,7.32924717727722e-07,9.171460349955753e-07,4.864023131986878e-07,2.6714624679614e-07,2.6714624679614e-07
8.85869626945486e-08,2.31573944248787e-07,2.697381754563187e-07,3.628751237894525e-07,8.656584428959435e-07,4.5013858954383766e-07,8.39633526646267e-07,1.1033312143899835e-06,2.0445442476658664e-07,2.0445442476658664e-07
7.253252303399279e-07,0.0,6.789741066621119e-07,2.2047943128747782e-07,4.738550509884368e-07,5.820700169004296e-07,2.1187882518434554e-07,1.5698340507502452e-07,1.669166491868981e-07,1.669166491868981e-07
7.253252303399279e-07,0.0,6.789741066621119e-07,2.2047943128747782e-07,4.738550509884368e-07,5.820700169004296e-07,2.1187882518434554e-07,1.5698340507502452e-07,1.669166491868981e-07,1.669166491868981e-07
