0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.568998642044065e-08,1.5764146895375882e-06,2.6316525145284417e-07,1.8025140641429306e-07,1.4590722763930284e-07,6.305088251009152e-08,3.6373487829899215e-08,1.9552626677585935e-08,9.461752767940449e-08,9.461752767940449e-08
3.3215891578402806e-07,4.4561626958431584e-07,1.614427017728085e-06,4.198999883028291e-07,3.115938925414825e-07,2.3114755837870124e-07,1.1327997251117313e-07,6.634753239567934e-09,3.804107896858653e-08,3.804107896858653e-08
1.8819308404831016e-07,1.962706127427355e-07,5.602594373333736e-07,7.36920261390808e-07,5.019863106131743e-07,2.04426600553595e-07,1.323186428917128e-07,3.8186783808976164e-08,9.266236281745572e-09,9.266236281745572e-09
7.873685868601388e-08,8.257011606212493e-08,1.5038750958943517e-07,3.469466531807838e-07,4.623068559351212e-07,2.9915487242928405e-07,1.4146187016558245e-07,1.408339686678826e-07,5.602330940598411e-08,5.602330940598411e-08
4.018740025306616e-08,3.044131204712673e-08,2.688163810100935e-07,2.803374602948518e-07,4.348112875904029e-07,4.946764210273272e-07,2.72971220804085e-07,6.020743596115745e-08,4.757908070858607e-08,4.757908070858607e-08
2.5917846494404715e-08,5.183569298880943e-08,6.535804768154232e-08,3.345333653750795e-08,9.655765843692812e-08,1.236715801304821e-07,4.211568947167226e-08,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
